Application/Permit Number,Permit Type,Address,Category,Action Type,Work Type,Value,Application Date,Issue Date,Final Date,Expiration Date,Status,Master Use Permit,Latitude,Longitude
6403399,Construction,7104 WOODLAWN AVE NE,COMMERCIAL,ADD/ALT,Plan Review,18659,2/26/14,4/4/14,8/25/14,10/4/15,Permit Closed,,47.68009443,-122.3243323
6389782,Construction,821 2ND AVE,COMMERCIAL,ADD/ALT,Plan Review,3500000,11/26/13,4/4/14,,4/4/17,Permit Issued,,47.60403796,-122.3349856
6409660,Construction,1730 MINOR AVE,COMMERCIAL,ALTER,Plan Review,120358,3/21/14,4/4/14,9/2/14,10/4/15,Permit Closed,,47.61695645,-122.3296664
6412167,Construction,1600 QUEEN ANNE AVE N,COMMERCIAL,ADD/ALT,No plan review,114500,4/7/14,4/7/14,7/3/14,10/7/15,Permit Closed,,47.63383816,-122.3568152
6412158,Construction,1850 BOYER AVE E,COMMERCIAL,ADD/ALT,No plan review,16000,4/7/14,4/7/14,,10/7/15,Permit Issued,,47.63609471,-122.3025306
6412120,Construction,325 9TH AVE,COMMERCIAL,ADD/ALT,No plan review,40000,4/7/14,4/7/14,,4/7/17,Permit Issued,,47.60399886,-122.3237836
6412027,Construction,6100 4TH AVE S,COMMERCIAL,ADD/ALT,No plan review,75000,4/7/14,4/7/14,7/2/14,10/7/15,Permit Closed,,47.54699833,-122.3288321
6403400,Construction,7104 WOODLAWN AVE NE,COMMERCIAL,ADD/ALT,Plan Review,15000,2/26/14,4/7/14,6/19/15,10/7/15,Permit Closed,,47.68009443,-122.3243323
6399361,Construction,2729 6TH AVE S,COMMERCIAL,ADD/ALT,Plan Review,97000,2/4/14,4/7/14,6/5/14,10/7/15,Permit Closed,,47.57903312,-122.3270898
6394708,Construction,3401 FREMONT AVE N,COMMERCIAL,ADD/ALT,Plan Review,325000,1/29/14,4/7/14,8/11/14,10/7/15,Permit Closed,,47.64981118,-122.3500333
6393843,Construction,424 S MAIN ST,COMMERCIAL,ADD/ALT,Plan Review,659300,1/9/14,4/7/14,,4/7/17,Permit Issued,,47.60029945,-122.3284588
6389883,Construction,609 S WELLER ST,COMMERCIAL,ADD/ALT,Plan Review,200000,12/5/13,4/7/14,10/28/15,10/7/15,Permit Closed,,47.59734465,-122.3259888
6410716,Construction,1301 5TH AVE,COMMERCIAL,ALTER,Plan Review,265476,3/27/14,4/7/14,6/10/14,10/7/15,Permit Closed,,47.60896713,-122.3348214
6406844,Construction,121 LAKESIDE AVE,COMMERCIAL,ADD/ALT,No plan review,75000,4/8/14,4/8/14,8/18/14,10/8/15,Permit Closed,,47.60238875,-122.2854523
6399350,Construction,3150 W GOVERNMENT WAY,COMMERCIAL,ADD/ALT,Plan Review,15000,2/18/14,4/8/14,5/9/14,10/8/15,Permit Closed,,47.66030318,-122.3986878
6396327,Construction,7910 GREENWOOD AVE N,COMMERCIAL,ADD/ALT,Plan Review,26500,1/24/14,4/8/14,,10/8/15,Permit Issued,,47.68668158,-122.354914
6355478,Construction,1124 COLUMBIA ST,COMMERCIAL,ADD/ALT,Plan Review,27600000,10/4/13,4/8/14,9/29/15,10/8/15,Permit Closed,3014948,47.6086266,-122.3237392
6386332,Demolition,1124 COLUMBIA ST,COMMERCIAL,DEMOLITION,No plan review,1,10/7/13,4/8/14,7/8/15,10/8/15,Permit Closed,3014948,47.6086266,-122.3237392
6335464,Construction,12544 15TH AVE NE,COMMERCIAL,NEW,Plan Review,3250000,1/8/13,4/8/14,,4/8/17,Permit Issued,3004399,47.72066643,-122.3122997
6389332,Construction,6704 15TH AVE NW,COMMERCIAL,NEW,Plan Review,208445,12/10/13,4/8/14,,10/8/15,Permit Issued,3015280,47.67801833,-122.3765046
6412390,Construction,5963 CORSON AVE S,COMMERCIAL,ADD/ALT,No plan review,75000,4/9/14,4/9/14,10/3/14,10/9/15,Permit Closed,,47.54862612,-122.3227303
6412491,Construction,1201 9TH AVE,COMMERCIAL,ADD/ALT,No plan review,175000,4/9/14,4/9/14,8/13/14,10/9/15,Permit Closed,,47.61000096,-122.3292333
6412490,Construction,550 TERRY AVE N,COMMERCIAL,ADD/ALT,No plan review,4000,4/9/14,4/9/14,5/23/14,10/9/15,Permit Closed,,47.62398599,-122.3367397
6412455,Construction,1928 PIKE PL,COMMERCIAL,ADD/ALT,No plan review,5000,4/9/14,4/9/14,7/13/15,10/9/15,Permit Closed,,47.61040034,-122.3428372
6409212,Construction,810 3RD AVE,COMMERCIAL,ALTER,Plan Review,55000,3/19/14,4/9/14,6/2/14,10/9/15,Permit Closed,,47.60472034,-122.3326233
6412711,Construction,1218 3RD AVE,COMMERCIAL,ADD/ALT,No plan review,18000,4/10/14,4/10/14,5/9/14,10/10/15,Permit Closed,,47.60769331,-122.3354536
6412714,Construction,1201 3RD AVE,COMMERCIAL,ADD/ALT,No plan review,250000,4/10/14,4/10/14,10/7/14,10/10/15,Permit Closed,,47.60723772,-122.3361213
6412717,Construction,1201 3RD AVE,COMMERCIAL,ADD/ALT,No plan review,200000,4/10/14,4/10/14,10/7/14,10/10/15,Permit Closed,,47.60723772,-122.3361213
6412677,Construction,1423 NW MARKET ST,COMMERCIAL,ADD/ALT,No plan review,20000,4/10/14,4/10/14,6/16/14,10/10/15,Permit Closed,,47.66821899,-122.3750434
6402403,Construction,1415 4TH AVE,COMMERCIAL,ADD/ALT,Plan Review,20000,3/24/14,4/10/14,4/29/15,10/10/15,Permit Closed,,47.60923111,-122.3362603
6399135,Construction,2121 3RD AVE,COMMERCIAL,ADD/ALT,Plan Review,165000,3/20/14,4/10/14,,4/10/17,Permit Issued,,47.61351313,-122.3431346
6401245,Construction,2157 N NORTHLAKE WAY,COMMERCIAL,ADD/ALT,Plan Review,560000,3/19/14,4/10/14,6/11/14,10/10/15,Permit Closed,,47.64835029,-122.3318899
6404769,Construction,4001 1ST AVE S,COMMERCIAL,ADD/ALT,Plan Review,39000,3/13/14,4/10/14,,10/10/15,Permit Issued,,47.56733776,-122.3352113
6401800,Construction,5101 25TH AVE NE,COMMERCIAL,ADD/ALT,Plan Review,221000,2/26/14,4/10/14,6/12/14,10/10/15,Permit Closed,,47.66655051,-122.3011713
6396860,Construction,1711 W NICKERSON ST,COMMERCIAL,ADD/ALT,Plan Review,1200000,2/19/14,4/10/14,4/3/15,10/10/15,Permit Closed,,47.65492007,-122.3795381
6397276,Construction,2724 1ST AVE S,COMMERCIAL,ADD/ALT,Plan Review,20000,1/28/14,4/10/14,5/20/14,10/10/15,Permit Closed,,47.57894035,-122.3337541
6392672,Construction,4214 UNIVERSITY WAY NE,COMMERCIAL,ADD/ALT,Plan Review,18500,1/13/14,4/10/14,,10/10/15,Permit Issued,,47.65875772,-122.3128762
6390777,Construction,1215 SENECA ST,COMMERCIAL,ADD/ALT,Plan Review,5000,1/2/14,4/10/14,7/3/14,10/10/15,Permit Closed,,47.6113664,-122.3245532
6407636,Construction,1501 4TH AVE,COMMERCIAL,ALTER,Plan Review,800000,3/10/14,4/10/14,6/6/14,10/10/15,Permit Closed,,47.6102272,-122.3374679
6407978,Construction,515 WESTLAKE AVE N,COMMERCIAL,ALTER,Plan Review,27920902,3/11/14,4/10/14,10/3/14,10/10/15,Permit Closed,,47.6241378,-122.3386931
6412929,Construction,6044 FAUNTLEROY WAY SW,COMMERCIAL,ADD/ALT,No plan review,10000,4/11/14,4/11/14,9/2/15,10/11/15,Permit Closed,,47.54705885,-122.3828594
6398842,Construction,2929 1ST AVE,COMMERCIAL,ADD/ALT,No plan review,62000,4/11/14,4/11/14,6/2/14,10/11/15,Permit Closed,,47.61733149,-122.3537781
6411130,Construction,528 17TH AVE,COMMERCIAL,ADD/ALT,No plan review,16000,4/11/14,4/11/14,9/26/14,10/11/15,Permit Closed,,47.6070606,-122.309671
6404718,Construction,300 NE 97TH ST,COMMERCIAL,ADD/ALT,Plan Review,330000,3/18/14,4/11/14,7/28/14,10/11/15,Permit Closed,,47.69943843,-122.3253769
6401548,Construction,316 OCCIDENTAL AVE S,COMMERCIAL,ADD/ALT,Plan Review,58866,3/13/14,4/11/14,,4/11/17,Permit Issued,,47.59962187,-122.3324868
6385921,Construction,8405 35TH AVE NE,COMMERCIAL,ADD/ALT,Plan Review,25000,2/20/14,4/11/14,,10/11/15,Permit Issued,,47.68983991,-122.2910574
6397124,Construction,2623 NE UNIVERSITY VILLAGE ST,COMMERCIAL,ADD/ALT,Plan Review,75000,2/7/14,4/11/14,6/3/14,10/11/15,Permit Closed,,47.66247052,-122.2989896
6409118,Construction,1301 4TH AVE,COMMERCIAL,ALTER,Plan Review,40000,3/18/14,4/11/14,6/11/14,10/11/15,Permit Closed,,47.60827954,-122.3353763
6409114,Construction,1201 4TH AVE,COMMERCIAL,ALTER,Plan Review,63559,3/18/14,4/11/14,6/9/14,10/11/15,Permit Closed,,47.60765132,-122.3348139
6375520,Construction,721 E PINE ST,COMMERCIAL,NEW,Plan Review,700000,8/9/13,4/11/14,8/21/15,10/11/15,Permit Closed,3013765,47.61508327,-122.3224407
6396517,Construction,929 N NORTHLAKE WAY,COMMERCIAL,ADD/ALT,Plan Review,82760,3/5/14,4/12/14,,10/12/15,Permit Issued,,47.64845447,-122.3460133
6400086,Construction,5520 RAINIER AVE S,COMMERCIAL,ADD/ALT,Plan Review,47894,2/7/14,4/12/14,9/2/15,10/12/15,Permit Closed,,47.552256,-122.2777637
6413229,Construction,5500 PHINNEY AVE N,COMMERCIAL,ADD/ALT,No plan review,20000,4/14/14,4/14/14,11/6/14,10/14/15,Permit Closed,,47.66853804,-122.3537027
6412547,Construction,2800 ELLIOTT AVE,COMMERCIAL,ADD/ALT,No plan review,26000,4/14/14,4/14/14,,10/14/15,Permit Issued,,47.61529176,-122.3533056
6405146,Construction,4000 15TH AVE NE,COMMERCIAL,ADD/ALT,Plan Review,900000,3/24/14,4/14/14,1/28/15,10/14/15,Permit Closed,,47.65644621,-122.3104243
6395058,Construction,2201 6TH AVE,COMMERCIAL,ALTER,Plan Review,2420000,12/5/13,4/14/14,6/3/15,10/14/15,Permit Closed,,47.61599976,-122.3416694
6413419,Construction,440 TERRY AVE N,COMMERCIAL,ADD/ALT,No plan review,4000,4/15/14,4/15/14,5/23/14,10/15/15,Permit Closed,,47.62296493,-122.3362166
6413418,Construction,345 BOREN AVE N,COMMERCIAL,ADD/ALT,No plan review,2000,4/15/14,4/15/14,7/7/14,10/15/15,Permit Closed,,47.62180794,-122.3362575
6413423,Construction,717 DEXTER AVE N,COMMERCIAL,ADD/ALT,No plan review,35000,4/15/14,4/15/14,9/15/14,10/15/15,Permit Closed,,47.62600292,-122.342792
6413394,Construction,701 5TH AVE,COMMERCIAL,ADD/ALT,No plan review,60000,4/15/14,4/15/14,8/14/14,10/15/15,Permit Closed,,47.60454089,-122.3307351
6413357,Construction,3834 AURORA AVE N,COMMERCIAL,ADD/ALT,No plan review,10000,4/15/14,4/15/14,9/11/15,10/15/15,Permit Closed,,47.65325981,-122.3472571
6395817,Construction,1620 12TH AVE,COMMERCIAL,ADD/ALT,Plan Review,1413444,3/31/14,4/15/14,10/17/14,10/15/15,Permit Closed,,47.61604972,-122.3165135
6407771,Construction,12360 LAKE CITY WAY NE,COMMERCIAL,ADD/ALT,Plan Review,120000,3/24/14,4/15/14,,10/15/15,Permit Issued,,47.71895131,-122.2947673
6403438,Construction,1325 4TH AVE,COMMERCIAL,ADD/ALT,Plan Review,42375,3/19/14,4/15/14,10/14/14,10/15/15,Permit Closed,,47.60869743,-122.3358992
6395535,Construction,820 18TH AVE,COMMERCIAL,ADD/ALT,Plan Review,30000,3/12/14,4/15/14,9/3/14,10/15/15,Permit Closed,,47.60990838,-122.3085579
6393367,Construction,4501 RAINIER AVE S,COMMERCIAL,ADD/ALT,Plan Review,2250,11/21/13,4/15/14,10/22/14,10/15/15,Permit Closed,,47.56271214,-122.2880638
6404392,Construction,1801 7TH AVE,COMMERCIAL,ALTER,Plan Review,300000,2/14/14,4/15/14,6/2/14,10/15/15,Permit Closed,,47.61375188,-122.3356752
6352828,Construction,2203 E UNION ST,COMMERCIAL,NEW,Plan Review,12074956,6/21/13,4/15/14,,3/15/17,Permit Issued,3005925,47.61273006,-122.3028953
6389907,Construction,2917 EAST MARGINAL WAY S,COMMERCIAL,TEMP,Plan Review,1,3/1/14,4/15/14,5/9/14,10/15/15,Permit Closed,,47.57683361,-122.3408015
6413603,Construction,3760 EAST STEVENS WAY NE,COMMERCIAL,ADD/ALT,No plan review,15000,4/16/14,4/16/14,9/30/15,10/16/15,Permit Closed,,47.65259871,-122.3053262
6413647,Construction,1100 NE 45TH ST,COMMERCIAL,ADD/ALT,No plan review,30000,4/16/14,4/16/14,6/4/14,10/16/15,Permit Closed,,47.66158839,-122.3162614
6413650,Construction,1325 4TH AVE,COMMERCIAL,ADD/ALT,No plan review,41858,4/16/14,4/16/14,4/30/14,10/16/15,Permit Closed,,47.60869743,-122.3358992
6413578,Construction,1220 HOWELL ST,COMMERCIAL,ADD/ALT,No plan review,8000,4/16/14,4/16/14,5/5/14,10/16/15,Permit Closed,,47.61770123,-122.330612
6413589,Construction,207 BOREN AVE N,COMMERCIAL,ADD/ALT,No plan review,6000,4/16/14,4/16/14,6/20/14,10/16/15,Permit Closed,,47.62037756,-122.3362875
6413566,Construction,12049 15TH AVE NE,COMMERCIAL,ADD/ALT,No plan review,24000,4/16/14,4/16/14,12/19/14,10/16/15,Permit Closed,,47.71744497,-122.3131367
6413155,Construction,11000 LAKE CITY WAY NE,COMMERCIAL,ADD/ALT,No plan review,78238,4/16/14,4/16/14,,10/16/15,Permit Issued,,47.7086817,-122.3009035
6413338,Construction,8323 RAINIER AVE S,COMMERCIAL,ADD/ALT,No plan review,30000,4/16/14,4/16/14,,10/16/15,Permit Issued,,47.52833593,-122.270435
6413472,Construction,2201 E MADISON ST,COMMERCIAL,ADD/ALT,No plan review,35000,4/16/14,4/16/14,9/29/14,10/16/15,Permit Closed,,47.61799488,-122.30321
6413470,Construction,516 1ST AVE W,COMMERCIAL,ADD/ALT,No plan review,25000,4/16/14,4/16/14,9/26/14,10/16/15,Permit Closed,,47.62390413,-122.3575761
6398948,Construction,3528 BAGLEY AVE N,COMMERCIAL,ADD/ALT,Plan Review,25000,3/5/14,4/16/14,9/18/15,10/16/15,Permit Closed,,47.65005121,-122.3323535
6394775,Construction,4400 INTERLAKE AVE N,COMMERCIAL,ADD/ALT,Plan Review,1200000,1/31/14,4/16/14,9/2/14,10/16/15,Permit Closed,,47.65996759,-122.3396371
6382003,Construction,13553 AURORA AVE N,COMMERCIAL,ADD/ALT,Plan Review,460000,10/18/13,4/16/14,11/10/14,10/16/15,Permit Closed,,47.72850314,-122.3456391
6407655,Construction,711 2ND AVE,COMMERCIAL,ALTER,Plan Review,780000,3/10/14,4/16/14,6/12/14,10/16/15,Permit Closed,,47.60331562,-122.3339067
6413817,Construction,2126 2ND AVE,COMMERCIAL,ADD/ALT,No plan review,50000,4/17/14,4/17/14,9/11/14,10/17/15,Permit Closed,,47.61325495,-122.3437182
6413790,Construction,2801 WESTERN AVE,COMMERCIAL,ADD/ALT,No plan review,10000,4/17/14,4/17/14,10/8/14,10/17/15,Permit Closed,,47.6156633,-122.3533654
6413728,Construction,1220 HOWELL ST,COMMERCIAL,ADD/ALT,No plan review,2000,4/17/14,4/17/14,5/5/14,10/17/15,Permit Closed,,47.61770123,-122.330612
6413726,Construction,207 BOREN AVE N,COMMERCIAL,ADD/ALT,No plan review,8000,4/17/14,4/17/14,5/29/15,10/17/15,Permit Closed,,47.62037756,-122.3362875
6411654,Construction,2525 4TH AVE,COMMERCIAL,ADD/ALT,No plan review,25000,4/17/14,4/17/14,11/24/14,10/17/15,Permit Closed,,47.61679058,-122.3469926
6406941,Construction,2326 1ST AVE,COMMERCIAL,ADD/ALT,Plan Review,75000,3/5/14,4/17/14,,10/17/15,Permit Issued,,47.61399489,-122.3472535
6380580,Construction,312 2ND AVE W,COMMERCIAL,ADD/ALT,Plan Review,1500000,12/18/13,4/17/14,6/22/15,10/17/15,Permit Closed,,47.62158665,-122.3589883
6410812,Construction,2001 6TH AVE,COMMERCIAL,ALTER,Plan Review,150000,3/28/14,4/17/14,5/15/14,10/17/15,Permit Closed,,47.6143853,-122.3387266
6367396,Demolition,1521 MELROSE AVE,COMMERCIAL,DEMOLITION,Plan Review,1,12/13/13,4/17/14,9/22/15,10/17/15,Permit Closed,3013342,47.61474356,-122.3282517
6367397,Demolition,1524 MELROSE AVE,COMMERCIAL,DEMOLITION,Plan Review,1,12/13/13,4/17/14,9/22/15,10/17/15,Permit Closed,3013342,47.61481944,-122.3275931
6413939,Construction,7300 ROOSEVELT WAY NE,COMMERCIAL,ADD/ALT,No plan review,21000,4/18/14,4/18/14,6/9/14,10/18/15,Permit Closed,,47.68217427,-122.316767
6413142,Construction,4515 16TH AVE NE,COMMERCIAL,ADD/ALT,Plan Review,81158,4/14/14,4/18/14,6/19/14,10/18/15,Permit Closed,,47.66182845,-122.3111421
6364472,Construction,1222 S JACKSON ST,COMMERCIAL,ADD/ALT,Plan Review,25000,3/21/14,4/18/14,5/8/15,10/18/15,Permit Closed,,47.59946896,-122.3162026
6398812,Construction,1550 N 34TH ST,COMMERCIAL,ADD/ALT,Plan Review,25000,1/11/14,4/18/14,,10/18/15,Permit Issued,3015086,47.64870785,-122.3390787
6358671,Construction,610 HARVARD AVE E,COMMERCIAL,ADD/ALT,Plan Review,35000,3/24/14,4/19/14,8/27/14,10/19/15,Permit Closed,,47.62459765,-122.3217598
6380311,Construction,1918 1ST AVE,COMMERCIAL,ADD/ALT,Plan Review,300000,12/23/13,4/19/14,8/13/14,10/19/15,Permit Closed,,47.61098258,-122.3416312
6409344,Construction,2000 W EMERSON PL,COMMERCIAL,ADD/ALT,Plan Review,37000,4/2/14,4/20/14,6/10/14,10/20/15,Permit Closed,,47.65561849,-122.3806475
6379010,Construction,7777 62ND AVE NE,COMMERCIAL,ADD/ALT,Plan Review,638500,12/12/13,4/20/14,10/13/14,10/20/15,Permit Closed,3016258,47.68741393,-122.2648725
6414195,Construction,1135 S WEBSTER ST,COMMERCIAL,ADD/ALT,No plan review,83600,4/21/14,4/21/14,7/30/14,10/21/15,Permit Closed,,47.53493219,-122.3178988
6411518,Construction,1418 1ST AVE,COMMERCIAL,ADD/ALT,No plan review,110000,4/21/14,4/21/14,6/27/14,10/21/15,Permit Closed,,47.60849819,-122.3392593
6414165,Construction,4157 CALIFORNIA AVE SW,COMMERCIAL,ADD/ALT,No plan review,10000,4/21/14,4/21/14,,4/21/17,Permit Issued,,47.56496958,-122.387336
6413156,Construction,400 BROAD ST,COMMERCIAL,ADD/ALT,No plan review,40000,4/21/14,4/21/14,,10/21/15,Permit Issued,,47.62049862,-122.3493159
6403973,Construction,108 NW 35TH ST,COMMERCIAL,ADD/ALT,Plan Review,9000,3/27/14,4/21/14,11/26/14,10/21/15,Permit Closed,,47.65244476,-122.3581339
6399470,Construction,1600 7TH AVE,COMMERCIAL,ADD/ALT,Plan Review,200000,3/26/14,4/21/14,8/5/14,10/21/15,Permit Closed,,47.61317008,-122.3343173
6397243,Construction,952 E SENECA ST,COMMERCIAL,ADD/ALT,Plan Review,800000,2/14/14,4/21/14,11/21/14,10/21/15,Permit Closed,3015007,47.61244951,-122.3196731
6412756,Construction,701 5TH AVE,COMMERCIAL,ALTER,Plan Review,1300000,4/10/14,4/21/14,8/11/14,10/21/15,Permit Closed,,47.60454089,-122.3307351
6410431,Construction,900 4TH AVE,COMMERCIAL,ALTER,Plan Review,125375,3/26/14,4/21/14,5/21/14,10/21/15,Permit Closed,,47.60587719,-122.3320497
6410193,Construction,919 4TH AVE,COMMERCIAL,ALTER,Plan Review,30000,3/25/14,4/21/14,10/13/14,10/21/15,Permit Closed,,47.60549679,-122.3332089
6411122,Construction,2401 UTAH AVE S,COMMERCIAL,ALTER,Plan Review,29000,3/31/14,4/21/14,6/5/14,10/21/15,Permit Closed,,47.58181846,-122.3353575
6401129,Construction,1500 OCCIDENTAL AVE S,COMMERCIAL,NEW,Plan Review,30000,3/7/14,4/21/14,6/9/14,10/21/15,Permit Closed,,47.59003786,-122.3330031
6349308,Construction,2031 7TH AVE,COMMERCIAL,NEW,Plan Review,15222000,9/26/13,4/21/14,,4/21/17,Permit Issued,3013151,47.61544748,-122.3385324
6414378,Construction,501 EASTLAKE AVE E,COMMERCIAL,ADD/ALT,No plan review,96000,4/22/14,4/22/14,6/9/14,10/22/15,Permit Closed,,47.62333981,-122.3296097
6414331,Construction,207 BOREN AVE N,COMMERCIAL,ADD/ALT,No plan review,3000,4/22/14,4/22/14,6/20/14,10/22/15,Permit Closed,,47.62037756,-122.3362875
6409044,Construction,722 E PIKE ST,COMMERCIAL,ADD/ALT,Plan Review,35000,4/4/14,4/22/14,8/27/14,10/22/15,Permit Closed,,47.61438165,-122.3222968
6409715,Construction,2200 WESTERN AVE,COMMERCIAL,ADD/ALT,Plan Review,1000,3/21/14,4/22/14,2/9/15,10/22/15,Permit Closed,,47.61230402,-122.3461246
6403572,Construction,5990 1ST AVE S,COMMERCIAL,ADD/ALT,Plan Review,30000,3/12/14,4/22/14,,10/22/15,Permit Issued,,47.54935593,-122.3318484
6400933,Construction,1423 34TH AVE,COMMERCIAL,ADD/ALT,Plan Review,10000,3/11/14,4/22/14,,10/22/15,Permit Issued,,47.61361327,-122.28963
6402982,Construction,6005 12TH AVE S,COMMERCIAL,ADD/ALT,Plan Review,75000,2/21/14,4/22/14,,4/22/17,Permit Issued,,47.54895953,-122.3174893
6394118,Construction,1423 34TH AVE,COMMERCIAL,ADD/ALT,Plan Review,47078,1/23/14,4/22/14,,10/22/15,Permit Issued,,47.61361327,-122.28963
6385659,Construction,5500 14TH AVE NW,COMMERCIAL,ADD/ALT,Plan Review,375000,11/12/13,4/22/14,4/27/15,10/22/15,Permit Closed,,47.6690684,-122.3730916
6383700,Construction,2255 NE 65TH ST,COMMERCIAL,ADD/ALT,Plan Review,8506,10/25/13,4/22/14,5/5/14,10/22/15,Permit Closed,,47.67558768,-122.3036226
6396785,Construction,9005 ROOSEVELT WAY NE,COMMERCIAL,NEW,Plan Review,15000,2/11/14,4/22/14,8/29/14,10/22/15,Permit Closed,,47.69422568,-122.3180799
6411552,Construction,4034 WEST MARGINAL WAY SW,COMMERCIAL,ADD/ALT,No plan review,11000,4/23/14,4/23/14,9/17/15,10/23/15,Permit Closed,,47.56765908,-122.3531328
6414540,Construction,1301 6TH AVE,COMMERCIAL,ADD/ALT,No plan review,12000,4/23/14,4/23/14,10/21/14,10/23/15,Permit Closed,,47.60946874,-122.3333848
6409105,Construction,4115 4TH AVE S,COMMERCIAL,ADD/ALT,Plan Review,10000,4/10/14,4/23/14,5/15/14,10/23/15,Permit Closed,,47.56665772,-122.32993
6407556,Construction,1057 S DIRECTOR ST,COMMERCIAL,ADD/ALT,Plan Review,20000,4/8/14,4/23/14,6/18/14,10/23/15,Permit Closed,,47.52153853,-122.3179245
6407109,Construction,1325 6TH AVE,COMMERCIAL,ADD/ALT,Plan Review,90000,3/24/14,4/23/14,9/25/14,10/23/15,Permit Closed,,47.60968619,-122.3338067
6405497,Construction,400 MERCER ST,COMMERCIAL,ADD/ALT,Plan Review,830422,3/24/14,4/23/14,5/30/14,10/23/15,Permit Closed,,47.62476879,-122.3484461
6388748,Construction,219 TERRY AVE N,COMMERCIAL,ADD/ALT,Plan Review,80000,11/21/13,4/23/14,,10/23/15,Permit Issued,,47.6203861,-122.3376037
6409517,Construction,720 OLIVE WAY,COMMERCIAL,ALTER,Plan Review,96445,3/20/14,4/23/14,,10/23/15,Permit Issued,,47.61418477,-122.3348677
6408845,Construction,1111 3RD AVE,COMMERCIAL,ALTER,Plan Review,47773,3/17/14,4/23/14,8/25/14,10/23/15,Permit Closed,,47.60655975,-122.3353464
6411693,Construction,2211 ELLIOTT AVE,COMMERCIAL,ALTER,Plan Review,150000,4/3/14,4/23/14,7/16/14,10/23/15,Permit Closed,,47.61170123,-122.347792
6371770,Demolition,721 E PINE ST,COMMERCIAL,DEMOLITION,No plan review,1,4/22/14,4/23/14,8/3/15,10/23/15,Permit Closed,,47.61508327,-122.3224407
6349894,Construction,4701 WOODLAND PARK AVE N,COMMERCIAL,ADD/ALT,Plan Review,3500,2/6/13,4/24/14,7/14/15,10/24/15,Permit Closed,3010295,47.66308519,-122.3448749
6412240,Construction,711 2ND AVE,COMMERCIAL,ADD/ALT,Plan Review,4931,4/13/14,4/24/14,5/27/14,10/24/15,Permit Closed,,47.60331562,-122.3339067
6410669,Construction,1301 4TH AVE,COMMERCIAL,ALTER,Plan Review,109438,3/27/14,4/24/14,9/8/14,10/24/15,Permit Closed,,47.60827954,-122.3353763
6411085,Construction,1301 4TH AVE,COMMERCIAL,ALTER,Plan Review,75615,3/31/14,4/24/14,5/30/14,10/24/15,Permit Closed,,47.60827954,-122.3353763
6359082,Construction,2601 ELLIOTT AVE,COMMERCIAL,ALTER,Plan Review,1,3/28/13,4/24/14,12/17/14,,Permit Closed,,47.61429877,-122.352642
6414877,Construction,1519 3RD AVE,COMMERCIAL,ADD/ALT,No plan review,145000,4/25/14,4/25/14,8/12/14,10/25/15,Permit Closed,,47.61019689,-122.338605
6415089,Construction,5327 BALLARD AVE NW,COMMERCIAL,ADD/ALT,No plan review,7500,4/25/14,4/25/14,4/30/14,10/25/15,Permit Closed,,47.66691094,-122.3841733
6410364,Construction,701 DEXTER AVE N,COMMERCIAL,ADD/ALT,No plan review,10000,4/25/14,4/25/14,,10/25/15,Permit Issued,,47.62567031,-122.3428819
6415057,Construction,425 PONTIUS AVE N,COMMERCIAL,ADD/ALT,No plan review,36000,4/25/14,4/25/14,9/11/14,10/25/15,Permit Closed,,47.62269933,-122.3322512
6414976,Construction,6333 SEAVIEW AVE NW,COMMERCIAL,ADD/ALT,No plan review,12000,4/25/14,4/25/14,12/10/14,10/25/15,Permit Closed,,47.67440642,-122.4073656
6414956,Construction,1550 N 115TH ST,COMMERCIAL,ADD/ALT,No plan review,5000,4/25/14,4/25/14,6/10/14,10/25/15,Permit Closed,,47.71425408,-122.3369027
6414955,Construction,1560 N 115TH ST,COMMERCIAL,ADD/ALT,No plan review,8000,4/25/14,4/25/14,6/10/14,10/25/15,Permit Closed,,47.7137519,-122.3355747
6408510,Construction,901 UNIVERSITY ST,COMMERCIAL,ADD/ALT,Plan Review,29000,3/14/14,4/25/14,10/1/15,10/25/15,Permit Closed,,47.61048766,-122.3283856
6411391,Construction,821 2ND AVE,COMMERCIAL,ALTER,Plan Review,160000,4/2/14,4/25/14,7/18/14,10/25/15,Permit Closed,,47.60403796,-122.3349856
6404034,Construction,1132 10TH AVE E,COMMERCIAL,ADD/ALT,Plan Review,45000,4/8/14,4/26/14,9/11/14,10/26/15,Permit Closed,,47.6296274,-122.3200447
6389682,Construction,7110 EAST GREEN LAKE DR N,COMMERCIAL,ADD/ALT,Plan Review,450000,12/4/13,4/26/14,6/15/15,10/26/15,Permit Closed,,47.68024502,-122.3253761
6410948,Construction,401 5TH AVE,COMMERCIAL,ADD/ALT,Plan Review,20000,4/16/14,4/28/14,6/19/14,10/28/15,Permit Closed,,47.60249481,-122.3285543
